184,1489,4
184,80,1
88,311,1
2329,405,2
2329,311,1
2329,3736,1
2329,2333,1
4046,2483,2
4046,5395,1
3987,299,2
3987,2553,2
191,192,1
191,1504,2
191,478,1
191,1596,1
191,5,1
2458,940,1
2458,17,2
2458,385,1
2458,6946,2
405,1303,1
405,3773,2
405,1288,2
405,123,1
405,3126,1
405,11,2
405,2329,2
405,71,4
405,1203,2
405,2659,1
405,277,5
405,1355,1
1303,405,1
1303,3473,2
1303,1922,1
1303,141,1
1303,926,1
39,2923,1
4060,3736,1
2018,114,3
2018,1584,2
5378,894,6
3588,1489,1
3588,1671,1
7338,1671,1
192,191,1
192,617,1
192,2303,3
192,3736,1
192,1172,1
192,2869,1
192,1954,1
192,894,2
360,241,1
360,4838,1
5026,1150,1
5026,108,1
225,5835,1
1163,26,1
1163,2445,1
1163,896,2
1163,304,1
1163,688,1
1163,2730,1
1163,256,1
1163,2101,1
1163,352,1
1163,562,1
1163,1598,1
1163,4212,2
299,1818,1
299,3987,2
299,2659,2
4224,5395,1
1474,2597,8
1474,3625,2
1818,299,1
6740,2922,1
2871,104,1
2871,2104,2
2871,2037,1
2871,2034,1
2871,421,2
2871,145,1
104,2871,1
104,908,3
104,135,1
2104,2871,2
2037,2871,1
2037,1629,1
2034,2871,1
421,2871,2
421,4230,1
145,2871,1
145,47,4
145,1225,3
145,2336,1
145,81,1
4230,421,1
4230,2649,1
4230,680,1
4230,165,1
1629,2037,1
1629,1489,2
2596,2483,3
2596,3802,1
2596,1851,1
888,7422,1
3284,1355,2
3284,5117,1
2483,1504,4
2483,2596,3
2483,3950,2
2483,1536,1
2483,3418,1
2483,2380,1
2483,1003,1
2483,141,1
2483,478,2
2483,154,2
2483,3802,1
2483,7557,1
2483,4046,2
2483,604,1
2483,1851,1
2483,6973,1
2483,926,1
2483,3200,1
2483,1089,1
2483,1563,1
2483,1355,1
2483,20,1
2483,394,1
1504,2483,4
1504,191,2
1504,7557,1
1504,2661,1
1504,894,1
1504,5835,1
1504,2251,1
1504,1671,1
1504,1719,1
1504,4709,1
3950,2483,2
1536,2483,1
1536,1355,1
1536,1061,1
1536,4765,1
1536,4964,1
3418,2483,1
2380,2483,1
2380,1225,6
1003,2483,1
141,2483,1
141,1671,1
141,1054,1
141,1303,1
478,2483,2
478,191,1
478,101,3
154,2483,2
154,3394,1
3802,2483,1
3802,2596,1
7557,2483,1
7557,1504,1
604,2483,1
604,800,1
604,6786,1
604,1671,1
1851,2483,1
1851,2596,1
6973,2483,1
6973,20,1
926,2483,1
926,1144,1
926,4127,1
926,1303,1
3200,2483,1
3200,1355,1
3200,5835,2
3200,3736,1
1089,2483,1
1089,3259,1
1563,2483,1
1355,1536,1
1355,2483,1
1355,617,2
1355,462,4
1355,3200,1
1355,1295,1
1355,4372,1
1355,2067,1
1355,4322,1
1355,3284,2
1355,405,1
1355,680,1
20,6973,1
20,2483,1
20,1211,1
20,3452,1
20,1852,1
20,935,2
20,2348,1
20,1066,1
20,1207,1
394,2483,1
1225,6791,1
1225,2380,6
1225,7377,1
1225,2923,2
1225,2869,1
1225,80,3
1225,7178,1
1225,5137,1
1225,145,3
1225,1866,1
1225,5473,1
6791,1225,1
617,1355,2
617,192,1
617,4871,1
617,216,2
617,6148,1
617,4963,1
617,635,1
617,3331,1
617,1671,1
4999,135,1
26,1211,1
26,1163,1
26,1572,1
311,88,1
311,2329,1
1211,26,1
1211,20,1
2336,2445,1
2336,81,3
2336,145,1
2445,1163,1
2445,2336,1
2553,3987,2
3773,1150,1
3773,405,2
3773,7214,1
3773,1295,1
3773,3773,2
1150,3773,1
1150,5026,1
1150,5278,1
7214,3773,1
7214,1295,1
1295,7214,1
1295,3773,1
1295,1355,1
1295,231,1
25,4427,1
25,749,1
2922,6740,1
2303,192,3
185,2899,1
4871,617,1
4871,123,1
4871,2869,1
4871,4158,2
4871,1572,1
4871,2275,2
277,4551,1
277,405,5
732,7377,2
2332,3007,1
462,1355,4
123,4871,1
123,405,1
2869,4871,1
2869,241,1
2869,4979,1
2869,192,1
2869,6188,1
2869,340,1
2869,878,1
2869,3736,1
2869,894,2
2869,1225,1
135,6405,1
135,96,1
135,4999,1
135,2098,1
135,3123,1
135,1436,1
135,104,1
1061,6369,1
1061,494,1
1061,696,1
1061,4372,1
1061,4083,1
1061,1144,1
1061,1536,1
6369,1061,1
6369,1144,3
494,1061,1
696,1061,1
696,937,1
4372,1061,1
4372,1355,1
4372,3816,1
4372,585,1
4083,1061,1
1144,1061,1
1144,6369,3
1144,926,1
1144,118,1
1144,2309,1
1144,1067,2
1144,3007,1
1144,81,1
1489,3736,2
1489,5395,1
1489,3588,1
1489,1837,1
1489,1629,2
1489,887,2
1489,184,4
1489,894,2
971,1951,1
971,22,3
971,6691,1
971,894,2
971,345,1
971,4866,1
3816,4372,1
688,118,3
688,3961,1
688,908,1
688,1163,1
688,143,1
688,7602,1
688,101,1
118,688,3
118,1144,1
6405,135,1
96,135,1
96,3754,5
96,2067,1
2597,1474,8
2597,4709,2
2232,3569,2
4709,2597,2
4709,4427,1
4709,1504,1
7073,2139,3
11,8,1
11,1889,1
11,405,2
11,949,1
11,4979,1
11,7210,1
2659,299,2
2659,405,1
22,101,1
22,971,3
95,939,2
216,617,2
216,3282,3
2536,5390,1
2536,5,1
2536,1395,3
1866,1225,1
3452,20,1
3452,4979,2
3452,7325,1
3452,3729,1
2067,1355,1
2067,96,1
2067,5395,2
2067,7025,1
537,4151,1
5835,3200,2
5835,225,1
5835,1596,1
5835,859,3
5835,3391,2
5835,4926,1
5835,1598,1
5835,1477,1
5835,6691,1
5835,4127,4
5835,2251,1
5835,6327,10
5835,3555,2
5835,111,5
5835,1504,1
5835,7600,2
1288,405,2
5390,2536,1
5390,5995,2
5390,3931,2
5390,859,1
5390,7377,2
5390,81,1
664,4979,1
664,1671,1
4979,664,1
4979,2869,1
4979,3452,2
4979,11,1
1,680,1
2661,3736,1
2661,1504,1
3189,3625,1
3189,1981,1
3625,3189,1
3625,1474,2
3625,1671,1
3625,3625,2
1254,7088,1
1254,3108,1
1254,6691,1
1254,6327,1
7088,1254,1
5995,5390,2
5995,3543,2
114,2018,3
114,1584,1
162,1025,3
1477,6188,1
1477,5835,1
1477,2339,1
1477,938,1
610,4906,1
3931,5390,2
80,184,1
80,143,1
80,1203,2
80,1225,3
2101,3007,1
2101,1163,1
2101,256,1
2251,6691,2
2251,5835,1
2251,1504,1
7602,688,1
1981,3189,1
1596,5440,1
1596,908,1
1596,191,1
1596,5835,1
1596,6691,3
1596,1688,1
3108,1254,1
8,11,1
8,8,2
8,2,1
859,908,1
859,380,1
859,5835,3
859,5390,1
859,936,3
859,1038,1
859,1690,1
859,906,2
859,6567,1
859,5395,1
111,5835,5
5973,2374,1
5973,1109,1
5440,1596,1
908,1596,1
908,859,1
908,104,3
908,3331,1
908,688,1
6255,906,2
380,859,1
936,859,3
1038,859,1
1690,859,1
3124,3736,1
3391,5835,2
3543,5995,2
5731,5395,2
940,2458,1
906,859,2
906,6255,2
6567,859,1
800,604,1
826,5329,1
826,5278,1
585,453,2
585,683,1
585,4372,1
453,585,2
453,108,1
683,585,1
1458,5033,1
108,5026,1
108,453,1
749,25,1
1889,11,1
52,867,1
2899,185,1
2899,1209,1
2899,1892,1
2899,138,1
2899,36,1
2899,1540,1
5,2536,1
5,1461,1
5,3569,2
5,352,1
5,1511,1
5,867,1
5,4866,1
5,191,1
1395,2536,3
243,3645,1
243,4866,2
3645,243,1
1852,20,1
2,8,1
143,80,1
143,1671,1
143,688,1
944,944,2
944,6177,1
789,3267,1
2098,135,1
3123,135,1
1436,135,1
4158,4871,2
1572,4871,1
1572,2270,1
1572,26,1
2275,4871,2
1172,192,1
3736,3126,1
3736,4060,1
3736,192,1
3736,2661,1
3736,6148,1
3736,1489,2
3736,4963,1
3736,7377,1
3736,635,1
3736,231,1
3736,3736,2
3736,1153,1
3736,525,1
3736,353,1
3736,71,1
3736,3200,1
3736,3124,1
3736,2869,1
3736,7210,1
3736,1001,1
3736,7066,1
3736,177,1
3736,2329,1
3126,3736,1
3126,405,1
3126,81,1
6148,3736,1
6148,617,1
6148,6106,1
4963,3736,1
4963,617,1
7377,3736,1
7377,5390,2
7377,732,2
7377,1225,1
635,3736,1
635,617,1
635,2021,1
231,3736,1
231,1295,1
231,5332,1
231,2850,1
1153,3736,1
1153,1555,1
525,3736,1
6106,6148,1
6106,7162,1
5332,231,1
7479,6295,1
7479,4322,2
4935,4332,1
1719,1504,1
6439,1598,1
6439,1019,4
6439,825,1
1511,5,1
1511,894,1
138,2899,1
4551,277,1
4551,4059,1
6295,7479,1
6295,4322,1
4322,7479,2
4322,6295,1
4322,1355,1
4322,3331,1
4322,425,1
2374,5973,1
2047,6886,1
2047,1951,1
3639,361,2
3639,2888,1
2055,4866,1
130,5561,1
361,3639,2
361,4051,1
361,775,2
5561,130,1
1109,5973,1
1109,2654,3
6886,2047,1
6037,316,1
6037,189,1
3569,2232,2
3569,5,2
3569,2539,6
3569,211,2
241,1461,1
241,2869,1
241,7584,1
241,360,1
6188,2869,1
6188,1477,1
2139,7073,3
2139,577,1
105,791,1
5117,3284,1
1461,241,1
1461,741,1
1461,5,1
1461,867,4
1461,211,1
1461,791,1
1555,1153,1
1555,1671,1
7584,241,1
577,2139,1
741,1461,1
3887,791,2
5157,791,2
2025,71,2
791,3887,2
791,105,1
791,211,6
791,1461,1
791,5157,2
867,52,1
867,1461,4
867,5,1
937,1497,5
937,2318,1
937,696,1
211,1461,1
211,447,3
211,791,6
211,3569,2
1497,937,5
447,211,3
2539,3569,6
5108,71,1
5108,2590,1
352,5,1
352,1163,1
352,491,1
3961,688,1
3394,154,1
3304,6287,1
3304,3468,1
6287,3304,1
3468,3304,1
1095,4549,2
4549,1095,2
3267,789,1
894,1511,1
894,192,2
894,71,2
894,5378,6
894,409,2
894,4736,2
894,1489,2
894,971,2
894,1504,1
894,1459,2
894,2869,2
17,2458,2
17,1584,1
17,5395,1
385,2458,1
4926,5835,1
4926,318,11
101,22,1
101,478,3
101,688,1
101,5395,1
101,5380,1
101,5200,1
81,3126,1
81,5390,1
81,5613,1
81,2624,1
81,1144,1
81,2336,3
81,145,1
5380,101,1
5380,195,1
1496,7574,1
6599,896,3
5395,1489,1
5395,3719,1
5395,1075,2
5395,680,1
5395,2730,1
5395,4055,2
5395,986,1
5395,2110,1
5395,4046,1
5395,17,1
5395,3375,1
5395,6944,1
5395,859,1
5395,5249,1
5395,4729,1
5395,101,1
5395,4224,1
5395,2067,2
5395,7692,1
5395,5731,2
5395,471,1
4332,4935,1
4332,345,3
4967,902,2
878,2869,1
935,20,2
2270,1572,1
4765,1536,1
2309,1144,1
2309,1978,1
2309,1671,1
2309,1280,1
949,3878,1
949,11,1
949,4855,1
949,550,2
4855,949,1
4866,3473,2
4866,71,1
4866,639,1
4866,243,2
4866,1671,1
4866,5,1
4866,2055,1
4866,971,1
3878,949,1
3878,318,2
3878,409,2
3754,96,5
2654,1109,3
7787,318,2
1954,192,1
2888,3639,1
7422,888,1
340,2869,1
340,6316,1
1054,141,1
1837,1489,1
166,1066,1
166,3772,4
1066,166,1
1066,20,1
3331,3331,2
3331,908,1
3331,4322,1
3331,617,1
3331,2818,1
2818,3331,1
71,4866,1
71,894,2
71,3736,1
