841,6647,1
841,7941,3
841,9,1
841,1485,1
841,336,1
841,25477,1
841,1679,4
21724,18188,1
21724,27290,1
21724,9,1
21724,5270,1
18188,21724,1
18188,15555,1
27290,21724,1
4323,484,1
484,4323,1
484,2632,1
484,4044,1
484,27784,1
484,9678,2
484,1096,1
484,36,1
484,21,1
484,12042,2
484,7840,1
484,6624,1
484,14,3
484,146,1
484,2011,2
484,9404,1
484,3732,1
484,4747,1
484,297,1
484,2110,1
484,6468,1
484,1254,1
484,81,2
484,10954,1
484,50,1
484,23502,1
484,12359,1
484,1443,1
484,484,2
484,2018,1
484,17893,1
484,10128,1
484,5411,1
484,1486,2
4955,7699,1
14,45494,1
14,2859,1
14,22772,1
14,11409,1
14,700,1
14,194,4
14,120,7
14,10847,1
14,1944,1
14,513,1
14,28715,1
14,16,13
14,30938,1
14,19394,1
14,14663,1
14,1178,1
14,1010,2
14,4932,1
14,51229,1
14,10191,6
14,13047,1
14,43,3
14,7946,1
14,1672,1
14,252,2
14,115,2
14,484,3
14,1273,5
14,1046,1
14,2519,1
14,6120,5
14,27730,1
14,2025,1
14,5980,1
14,675,3
14,21,5
14,259,1
14,24,3
14,63,1
14,20119,1
14,7622,1
14,471,3
14,1828,2
14,164,2
14,42199,1
14,5911,2
14,3317,1
14,79,1
14,13838,1
14,11764,2
14,35200,2
14,21729,1
14,5117,2
14,8122,1
14,25913,1
14,573,2
14,4995,1
14,26739,1
14,4914,1
14,34352,1
14,12870,1
14,59,3
14,31014,1
14,18960,1
14,1357,1
14,41696,1
14,8423,1
14,7,1
14,8271,2
14,328,5
14,221,1
14,876,1
14,2735,1
14,1123,2
14,790,1
14,9887,1
14,1295,1
14,2238,2
14,708,1
14,661,1
14,3393,1
14,380,4
14,11229,1
14,3546,1
14,11054,1
14,292,1
14,36,1
14,5262,1
14,83,2
14,11781,1
14,38396,1
14,13258,1
14,3615,3
14,29,1
14,9967,1
14,60,1
14,1549,1
14,4895,1
14,754,1
14,5937,1
14,12262,1
14,240,9
14,655,1
14,8202,1
14,21604,1
1932,9969,1
1932,20855,1
1932,3081,2
1932,3143,3
1932,29654,1
1932,7,4
1932,17590,1
1932,9952,2
22,1828,1
22,5756,1
22,1195,1
22,6428,1
22,2519,1
22,14561,1
22,27741,1
22,8574,1
22,32,1
22,43,1
22,10714,1
22,1955,1
22,588,1
22,46916,1
22,30095,1
22,908,1
22,40767,1
22,336,1
22,2142,1
2786,2719,1
2786,4305,2
2786,3197,2
2786,923,1
2786,14993,1
652,3081,4
652,704,1
652,20097,2
652,9678,1
652,46761,2
652,19394,1
652,20169,1
652,32233,1
652,1796,1
652,5101,1
652,15106,4
652,6150,1
652,2572,1
652,21425,1
652,2074,4
652,3985,1
652,573,4
652,1603,1
652,309,1
652,63,1
652,10610,3
652,1210,1
652,22980,1
652,6056,2
652,6672,1
652,24768,1
146,4270,1
146,3082,1
146,3610,1
146,44789,1
146,2632,2
146,61,1
146,362,3
146,259,3
146,13885,1
146,1681,1
146,2071,1
146,1941,1
146,1485,1
146,4226,1
146,1452,1
146,8111,1
146,11471,1
146,14215,1
146,11348,1
146,21925,1
146,2853,1
146,45494,1
146,135,4
146,305,1
146,2272,2
146,983,3
146,8165,1
146,79,4
146,1560,1
146,8998,1
146,704,2
146,440,3
146,27784,1
146,2,3
146,5501,1
146,516,6
146,3169,1
146,15656,1
146,2389,1
146,7711,3
146,6120,3
146,16,17
146,257,3
146,670,2
146,11068,1
146,3919,1
146,3835,2
146,2126,2
146,685,1
146,36,5
146,1564,1
146,937,2
146,46779,1
146,885,2
146,3259,2
146,8166,1
146,513,5
146,12839,2
146,22756,3
146,1416,2
146,8505,1
146,14299,1
146,24174,1
146,388,1
146,2509,1
146,4533,2
146,5158,1
146,1362,1
146,5333,1
146,959,1
146,20169,1
146,9388,1
146,366,1
146,5919,1
146,2169,1
146,9718,1
146,51997,1
146,24173,1
146,1672,1
146,45727,1
146,10441,1
146,123,1
146,994,1
146,26161,1
146,25251,1
146,10723,1
146,1688,1
146,1276,1
146,1628,1
146,9043,2
146,34022,1
146,18545,1
146,1048,1
146,1828,1
146,2294,1
146,7889,1
146,9946,1
146,29085,1
146,28801,1
146,51388,1
146,18599,1
146,53181,1
146,5765,1
146,33988,1
146,25353,1
146,12724,1
146,7524,1
146,10607,1
146,4593,1
146,49987,1
146,2376,1
146,4422,1
146,35616,1
146,1158,1
146,47904,1
146,48576,1
146,28546,1
146,7057,1
146,46878,2
146,2709,1
146,4346,1
146,18550,1
146,5357,1
146,45911,1
146,49753,1
146,77,2
146,31435,1
146,33598,1
146,38528,1
146,23000,1
146,29825,1
146,26390,1
146,2203,1
146,12043,1
146,16651,1
146,4388,1
146,29522,1
146,151,1
146,1168,1
146,11036,1
146,50636,1
146,51798,1
146,28568,1
146,1001,1
146,40878,1
146,47653,1
146,50024,1
146,18659,1
146,1991,1
146,15354,1
146,1931,1
146,8608,1
146,40496,1
146,411,1
146,47777,1
146,3116,1
146,1234,2
146,1398,1
146,1437,3
146,22762,1
146,2905,1
146,32508,1
146,6540,1
146,3378,1
146,24671,4
146,831,2
146,4595,2
146,35,1
146,1295,1
146,1097,1
146,1046,1
146,8732,1
146,6132,2
146,863,1
146,17084,1
146,25287,1
146,4366,1
146,737,1
146,17256,1
146,15436,1
146,59,2
146,3193,1
146,25250,1
146,5703,1
146,907,1
146,7567,1
146,15366,1
146,4908,2
146,10432,1
146,5074,1
146,484,1
146,620,2
146,6150,1
146,359,2
146,26652,1
146,1273,2
146,9186,1
146,19829,3
146,595,1
146,32442,1
146,5989,1
146,5252,2
146,10480,2
146,1256,1
146,35816,1
146,22449,3
146,37161,1
146,407,1
146,24,3
146,20089,2
146,2480,1
146,18475,1
146,35897,1
146,5578,1
146,4251,1
146,43938,1
146,24252,1
146,14755,3
146,232,1
146,41590,1
146,32376,1
146,105,1
146,29020,1
146,5101,1
146,2571,3
146,6715,1
146,37393,1
146,14265,1
146,10966,1
146,1191,1
146,1595,3
146,15673,1
146,10265,7
146,4523,1
146,2107,5
146,6227,3
146,594,2
146,1906,1
146,3696,4
146,8529,1
146,13077,2
146,180,1
146,20,1
146,7,1
146,14670,1
146,2516,1
146,1852,1
146,11378,1
146,7197,1
146,8687,1
146,12781,1
146,2572,1
146,310,4
146,27017,1
146,427,1
146,739,1
146,15011,1
146,8042,1
146,3377,1
146,162,1
146,6564,1
146,16858,1
146,4665,1
146,2204,1
146,4587,1
146,6585,1
146,1963,1
146,6244,1
146,115,2
146,3437,1
146,741,1
146,323,1
146,10000,1
146,277,1
146,2855,1
146,464,1
146,3,3
146,6806,1
146,5490,1
146,23982,1
146,955,1
146,1704,1
146,63,2
146,2540,1
146,10224,1
146,50233,1
146,27078,1
146,12893,1
146,2997,1
146,389,1
146,381,1
146,2235,1
146,3471,1
146,30372,1
146,420,1
146,1028,1
146,27457,1
146,3648,1
146,2054,1
146,27111,1
146,508,1
146,12652,1
146,2475,1
146,2151,1
146,154,2
146,21210,1
146,11096,1
146,7887,2
146,7039,1
146,3329,4
146,13601,1
146,3640,1
146,44152,1
146,339,1
146,13106,1
146,437,2
146,13531,2
146,1659,1
146,4449,1
146,36750,1
146,17926,1
146,1480,1
146,19,6
146,14789,1
146,40164,1
146,42351,1
146,13754,1
146,297,1
146,124,1
146,2830,1
146,506,1
146,4742,2
146,4726,1
146,46822,1
146,47407,1
146,5830,1
146,4812,1
146,15987,2
146,30322,1
146,65,1
146,10213,1
146,792,1
146,12327,1
146,176,1
146,125,1
146,1615,1
146,24496,3
146,1925,1
146,4615,1
146,24640,1
146,39041,1
146,538,1
146,4980,1
146,146,4
146,9562,5
146,4793,1
146,22874,1
146,459,1
146,3597,2
146,18722,3
146,1927,1
146,598,1
146,20319,1
146,623,1
146,4416,1
146,22374,1
146,1903,1
146,728,1
146,300,1
146,2670,1
146,3173,1
146,20303,2
146,12789,1
146,9338,1
146,292,1
146,83,1
146,1024,1
146,11748,1
146,24084,1
146,4844,1
146,8966,1
146,3353,1
146,14270,1
146,1979,1
146,9844,1
146,40921,1
146,876,1
146,1736,1
146,786,1
146,8909,1
146,100,1
146,2600,1
146,2131,1
146,412,1
146,891,1
146,26201,1
146,2063,1
146,1751,1
146,11909,1
146,1760,1
146,3693,2
4270,146,1
4270,938,1
4270,23260,1
4270,36,1
4270,388,1
4270,3265,1
4270,173,1
4270,13607,1
4270,5338,1
4270,50,1
4270,2156,1
3082,146,1
3082,5172,4
3082,7342,7
3082,13785,1
97,97,4
97,14675,1
97,2018,3
97,601,2
97,13386,2
97,23402,1
97,8,1
380,18010,1
380,21658,3
380,1827,1
380,24228,1
380,21636,1
380,47102,1
380,2379,1
380,1555,1
380,33,6
380,7933,6
380,471,1
380,374,4
380,416,3
380,14495,2
380,1985,2
380,29,1
380,1210,2
380,759,1
380,30732,1
380,3368,1
380,3696,3
380,29672,1
380,923,10
380,4484,1
380,10685,3
380,164,1
380,32933,1
380,1608,1
380,766,3
380,2063,1
380,63,1
380,5832,1
380,14,4
380,2958,1
380,6355,4
380,4930,1
380,572,1
380,336,1
5122,516,1
5122,7553,1
5122,36,1
5122,772,1
5122,14573,1
5122,14413,1
5122,639,1
5122,30256,1
5122,1237,1
5122,3326,1
5122,15639,1
5122,623,1
5122,229,1
5122,42195,1
5122,24683,1
5122,49481,1
5122,22398,1
5122,35629,1
5122,2154,1
5122,1545,1
5122,2294,1
5122,5598,1
5122,41542,1
5122,9815,1
5122,26830,1
5122,43853,1
5122,16434,1
5122,46518,1
5122,29380,1
5122,1452,1
5122,35297,1
5122,31114,1
5122,14693,1
5122,1674,1
5122,5465,1
5122,10676,1
5122,41160,1
5122,6752,1
5122,44526,1
5122,50966,1
5122,377,1
5122,597,1
5122,11517,1
5122,7330,1
5122,20649,1
5122,11821,1
5122,44068,1
5122,21009,1
5122,1017,1
5122,34600,1
5122,50883,1
5122,36122,1
5122,754,1
5122,39588,1
5122,22964,1
5122,3464,1
5122,41599,1
5122,36733,1
5122,46389,1
5122,14083,1
5122,51553,1
5122,41617,1
5122,25879,1
5122,46242,1
5122,12237,1
5122,14285,1
5122,28905,1
5122,51855,1
5122,1491,1
5122,26255,1
5122,42867,1
5122,5256,1
5122,21141,1
5122,1520,1
5122,381,1
5122,50,1
5122,277,1
5122,30613,1
5122,1560,1
5122,45859,1
5122,1312,1
5122,6975,1
5122,1947,1
5122,508,1
5122,1978,1
5122,15723,1
5122,26860,1
5122,1156,1
5122,1245,1
5122,29637,1
5122,19132,1
5122,300,1
88,4175,1
88,1835,1
88,20,1
88,704,3
88,22772,1
88,7024,5
88,6291,1
88,24,1
88,16,2
88,3693,2
88,7035,1
88,42942,1
88,926,1
704,88,3
704,650,1
704,489,2
704,146,2
704,37808,3
704,36654,1
704,2000,3
704,3589,1
704,20285,1
704,324,1
704,652,1
704,12371,1
704,3169,1
704,9955,1
704,105,2
704,4596,5
704,44445,1
704,6454,1
704,9388,1
704,29474,1
704,10519,1
704,9864,1
704,74,1
704,528,1
704,611,3
704,109,1
704,488,11
704,21991,2
704,1607,5
3071,41750,1
3071,20,1
3071,22772,1
3071,490,2
4175,88,1
4175,3,1
4175,1595,1
4175,604,1
4175,50651,1
4175,22645,1
4175,8708,1
4175,16995,4
4175,864,2
4175,50,1
4175,3140,1
1835,88,1
1835,37854,1
1835,899,1
1835,3049,1
1835,9591,1
2839,22772,1
2839,164,1
2839,52498,1
2839,750,1
2839,6932,1
81,9568,1
81,12042,1
81,42,1
81,20656,1
81,3025,1
81,11867,1
81,506,1
81,3856,2
81,5937,1
81,5707,1
81,21310,1
81,573,1
81,2,2
81,484,2
81,80,2
81,12058,1
81,27,2
81,12717,2
620,2082,1
620,259,1
620,2605,16
620,146,2
620,6293,1
620,2074,1
620,2130,2
620,285,2
620,4603,2
620,876,1
620,7406,1
620,8546,1
620,50,2
620,18117,1
620,1718,1
620,440,1
620,12233,1
9969,1932,1
9969,23402,1
9969,7699,1
9969,2216,1
9969,1203,1
23402,9969,1
23402,97,1
9512,15673,2
9512,4665,2
9512,2781,2
9512,9866,1
9512,894,1
15673,9512,2
15673,146,1
4665,9512,2
4665,13443,2
4665,6027,1
4665,1217,1
4665,146,1
4665,16858,1
4665,1225,1
4665,2093,1
4665,9825,1
4665,2292,1
4665,36,1
13443,4665,2
13443,79,1
13443,4895,1
8165,146,1
8165,22772,3
8165,19802,1
8165,101,1
1544,5052,1
1544,59,1
1544,4215,4
1544,7913,3
1544,16815,4
1544,1227,1
1544,7840,1
1544,36,1
1544,6554,14
1544,516,1
1544,7552,1
1544,46425,1
1544,9500,4
1544,164,4
813,983,2
813,22772,1
813,16,1
813,572,1
813,91,3
813,46,1
813,8122,1
813,203,5
813,625,1
813,691,1
813,6428,1
813,4623,2
813,1024,1
813,602,1
298,4027,1
298,24600,1
298,8753,1
298,3062,1
298,6591,2
298,23801,1
952,19048,1
952,8135,2
772,1210,1
772,41750,1
772,5122,1
772,10081,5
772,288,1
772,6027,1
772,6407,1
772,18010,1
983,813,2
983,146,3
983,21564,1
983,1157,1
983,2318,1
983,957,1
983,1985,1
983,51926,1
983,11175,1
983,13688,1
983,9770,1
